model,calculusType,cell,alpha_0,beta_0,r_nucleus,D_t,radiation_type,particle,meanEnergy,meanEnergy_sigma,meanLET,meanLET_sigma,LETd,LETd_sigma,nFractions,timeSpacing,fracDeliveryTime,alpha,beta,alpha_sigma,beta_sigma
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF366.mixedField,8.70555,4.34339,0.0259241,0.0430482,0.0974078,0.0366277,1,0,0,3.4006,0.00101115,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF367.mixedField,8.80751,4.50865,0.0289496,0.0479373,0.108328,0.0378149,1,0,0,3.16195,0.000764893,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF368.mixedField,9.15513,4.4953,0.0255498,0.0432892,0.0988952,0.036967,1,0,0,3.35492,0.000988173,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF369.mixedField,8.6828,4.42554,0.0278559,0.0459273,0.103578,0.0371787,1,0,0,3.26358,0.000852944,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF370.mixedField,8.93804,4.19773,0.0245316,0.042795,0.0991867,0.0390026,1,0,0,3.2748,0.00117708,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF371.mixedField,9.06827,4.4473,0.0255162,0.0432044,0.0986704,0.0370721,1,0,0,3.35573,0.00100492,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF372.mixedField,8.90792,4.33032,0.0283077,0.0490643,0.113348,0.0407668,1,0,0,3.00098,0.000848769,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF373.mixedField,9.10676,4.34886,0.0244096,0.0420285,0.0967745,0.0375881,1,0,0,3.3752,0.00112955,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF374.mixedField,9.16254,4.58594,0.0246789,0.0408181,0.0921907,0.0347738,1,0,0,3.56934,0.00103214,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF375.mixedField,9.07576,4.40464,0.0256872,0.0439756,0.100972,0.0379656,1,0,0,3.28859,0.00100359,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF376.mixedField,8.88507,4.43336,0.0273173,0.0459364,0.104563,0.0379269,1,0,0,3.22887,0.000879624,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF377.mixedField,9.30895,4.69512,0.0283168,0.047744,0.108816,0.0378156,1,0,0,3.15575,0.000757615,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF378.mixedField,9.5846,4.42229,0.0243571,0.0436464,0.102569,0.0396117,1,0,0,3.19676,0.00110357,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF379.mixedField,8.64444,4.29449,0.0264753,0.0442535,0.100445,0.0375487,1,0,0,3.31339,0.000983778,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF380.mixedField,8.7206,4.35628,0.0293351,0.0497086,0.113567,0.0399734,1,0,0,3.02,0.000784757,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF381.mixedField,8.66995,3.99761,0.0253478,0.0450093,0.10527,0.0415595,1,0,0,3.10364,0.00117122,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF382.mixedField,9.02397,4.23761,0.0238187,0.0413814,0.0957128,0.0380681,1,0,0,3.36699,0.00123297,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF383.mixedField,8.64693,4.23474,0.024977,0.0418298,0.0950307,0.0368644,1,0,0,3.43599,0.00112645,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF384.mixedField,9.06447,4.18864,0.027098,0.0489843,0.115646,0.0431582,1,0,0,2.89914,0.000962852,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF385.mixedField,8.81745,4.372,0.0294679,0.0503954,0.115653,0.0405461,1,0,0,2.96661,0.000773276,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF386.mixedField,8.96522,4.40277,0.0282178,0.048471,0.111479,0.0398877,1,0,0,3.05039,0.000831162,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF387.mixedField,8.85528,4.28815,0.0268934,0.0463367,0.10673,0.0396073,1,0,0,3.1326,0.000953728,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF388.mixedField,8.78124,4.15615,0.02611,0.0456268,0.105842,0.0404529,1,0,0,3.12212,0.00105298,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF389.mixedField,9.00118,4.22852,0.0260501,0.0460157,0.107334,0.0407475,1,0,0,3.09275,0.00103219,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF390.mixedField,9.45833,4.67602,0.0276936,0.0475086,0.109195,0.0384733,1,0,0,3.12392,0.000795931,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF391.mixedField,8.70132,4.45734,0.0290717,0.0480616,0.108528,0.0379688,1,0,0,3.15226,0.000774513,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF392.mixedField,9.07779,4.14098,0.0253027,0.0457357,0.107972,0.0419892,1,0,0,3.03993,0.00112046,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF393.mixedField,8.98774,4.29864,0.0270945,0.0473894,0.10998,0.0406145,1,0,0,3.05612,0.000935285,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF394.mixedField,9.19873,4.64043,0.0267676,0.0446356,0.101198,0.0363969,1,0,0,3.3378,0.000862508,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF395.mixedField,9.00643,4.48464,0.0284195,0.0482846,0.110455,0.0390665,1,0,0,3.08926,0.000800092,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF396.mixedField,8.61689,4.11456,0.0247569,0.0423269,0.0971235,0.0383461,1,0,0,3.34292,0.00118828,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF397.mixedField,8.81008,4.29458,0.0270879,0.0464085,0.106597,0.039382,1,0,0,3.14479,0.000938583,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF398.mixedField,8.5532,4.1529,0.0252309,0.0425906,0.0971252,0.0378029,1,0,0,3.36411,0.00113104,0,0
LEMIII,rapidLEM_Russo2011,HSG,0.312,0.073,4.611,30,Spectrum,ParticleFieldBF399.mixedField,8.26147,4.07305,0.027324,0.0459121,0.10447,0.0392907,1,0,0,3.18634,0.000987659,0,0
